	sentiment	content	labels
35955	neutral	@ded Hey bud, we just shot you an email	[0 0 0 1 0]
35956	happiness	Back after a tea and a blog post. A few more awake I see - good morning	[0 1 0 0 0]
35957	sadness	hairspray on tv!	[0 0 0 0 1]
35958	sadness	[ I'm not sure what you mean by &quot;blowin this joint&quot;?? &quot;] rb@ladypn lol lol good one......  ? http://blip.fm/~5z2zo	[0 0 0 0 1]
35959	neutral	uploading some pictures	[0 0 0 1 0]
35960	neutral	I'm trying to decide if I want to go camping for Memorial Day...any help from my twitter friends?	[0 0 0 1 0]
35961	neutral	Twitter! It's been a while	[0 0 0 1 0]
35962	neutral	In this exact moment i have decided that in some point in my life.. i am going to adopt a child	[0 0 0 1 0]
35963	love	@BB517  lol he does love spahkly gold things....	[0 0 1 0 0]
35964	happiness	@camilleprats aaaw... that's very sweet of him. my girl friends gots to drag them hubbies just so we can &quot;nite-out&quot;. unless my beer. LoL	[0 1 0 0 0]
35965	happiness	sittin by the fire...yes!	[0 1 0 0 0]
35966	neutral	@FrankRumbauskas Really bad ones are also classic.	[0 0 0 1 0]
35967	sadness	just came bak from dancing with my NEEWWWW cd  haha im dancing again	[0 0 0 0 1]
35968	neutral	@pixelmatrix Because those companies that make the bag sealers will go out of business.	[0 0 0 1 0]
35969	happiness	watchin my favie @themandymoore in because I said so..then catching up on much needed sleep!! goodnight	[0 1 0 0 0]
35970	happiness	@ernalicious36 @raerosero thanks homskis! Its like christmas!	[0 1 0 0 0]
35971	happiness	@mousebudden ten update away from 2000 whooo hoooo budden!	[0 1 0 0 0]
35972	love	Long day of dancin, travelin, and celebrating life  happy mothers day!!	[0 0 1 0 0]
35973	love	is the luckiest girl in the world &lt;3	[0 0 1 0 0]
35974	neutral	just bought a magazine	[0 0 0 1 0]
35975	happiness	@katofawesome Praying for love in a lap dance, and paying in naivety. &lt;--One of my fav songs	[0 1 0 0 0]
35976	happiness	@tom_conrad you take such good photos.	[0 1 0 0 0]
35977	love	@MariahCarey The first thing she said means &quot;Your new album is really good&quot; and the second thing, &quot;Don't it's broken&quot;. I am Persian!	[0 0 1 0 0]
35978	happiness	Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy	[0 1 0 0 0]
35979	love	Dang baby i love you ma	[0 0 1 0 0]
35980	happiness	@StevenSmith1990 Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe	[0 1 0 0 0]
35981	happiness	just now i know how twitter exactly work	[0 1 0 0 0]
35983	sadness	Just got home. :3 Was pleased with Star Trek.	[0 0 0 0 1]
35984	happiness	@megspptc Okay will work on that too but please remind me again	[0 1 0 0 0]
35985	neutral	Good morning. Just bought flowers for mothers day and now it's breakfast time	[0 0 0 1 0]
35986	love	is at the salon with my mom  happy mothers day mom!	[0 0 1 0 0]
35987	love	HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to @LuciIrene who became a mommy 2day	[0 0 1 0 0]
35988	neutral	@dorkydeanna I'm watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!	[0 0 0 1 0]
35989	neutral	@cbraik very cute and pretty	[0 0 0 1 0]
35990	love	[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad.  ? http://blip.fm/~5z309	[0 0 1 0 0]
35991	neutral	sees your Steve Coogan and raises you a Dylan Moran.	[0 0 0 1 0]
35992	sadness	i had a vivid dream last night! i was crooning away	[0 0 0 0 1]
35993	love	@lilmisssunstar will do! Tell my mommy I said the same n I love her mucho mucho!	[0 0 1 0 0]
35994	love	I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9	[0 0 1 0 0]
35995	love	The Star Trek movie was amazing! omg everyone has to go see it	[0 0 1 0 0]
35996	neutral	good topics. and ciggarettes.	[0 0 0 1 0]
35997	sadness	These nice boys realized that we were too short to see over them at the concert and moved   Ugggg, now it's time to pack.  Early flight.	[0 0 0 0 1]
35998	sadness	@iantalbot It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning	[0 0 0 0 1]
35999	neutral	Wonderful day for my photo practicum of the Fotoschool. I wouldn't mind some typical Dutch clouds though	[0 0 0 1 0]
36000	happiness	HAPPY MOTHER'S DAY to all of the wonderful women out there.  Have a great and relaxful day.	[0 1 0 0 0]
36001	happiness	browsing thru adopting agencies, i'm gonna get some exotic kids	[0 1 0 0 0]
36002	love	I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album	[0 0 1 0 0]
36003	love	Happy Mother's Day to all the Mommiessss	[0 0 1 0 0]
36004	happiness	@mattgarner haha what's up Matt ?	[0 1 0 0 0]
36005	neutral	What's up!!? @guillermop	[0 0 0 1 0]
36006	happiness	@KandyBee we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.	[0 1 0 0 0]
36007	happiness	@TravelTweetie I will go to sleep now. Might be awakened early w/breakfast tray from my 'spark' &amp; my 'joper' w/their Dad's help	[0 1 0 0 0]
36008	happiness	@nak1a &quot;If there's a camel up a hill&quot; and &quot;I'll give you plankton&quot; ....HILARIOUS!!	[0 1 0 0 0]
36009	love	@Bern_morley LOL I love your kids	[0 0 1 0 0]
36010	sadness	@davecandoit dude that honest to god happens to me all the time.. minus the trail mix.	[0 0 0 0 1]
36011	happiness	Home. Tonight was fun  thanks!	[0 1 0 0 0]
36012	sadness	Happy Mother's Day to the tweetin' mamas  Nite tweeple!	[0 0 0 0 1]
36013	happiness	On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties	[0 1 0 0 0]
36014	happiness	@xoMusicLoverxo I'm using it in a story. I actually already wrote it but have to write the chapters before it.	[0 1 0 0 0]
36015	happiness	@poptrashmusic How's your dog?	[0 1 0 0 0]
36016	happiness	@misterchun tts ridiculously sweet of you	[0 1 0 0 0]
36017	happiness	...definitely the first time I've felt alive again in years. Super happy	[0 1 0 0 0]
36018	neutral	@megdia you just got one more!!	[0 0 0 1 0]
36019	neutral	has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too	[0 0 0 1 0]
36020	sadness	In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16	[0 0 0 0 1]
36021	love	@camilleprats http://twitpic.com/4woj2 - omgssh  ang cute ng bby.!	[0 0 1 0 0]
36022	happiness	@trekkerguy Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight	[0 1 0 0 0]
36023	neutral	@Tim_in_NH night bud	[0 0 0 1 0]
36024	happiness	@joyfrequencies Yes, but I'm quite rusty.  I'm hoping to get back to it and &quot;tune up&quot; my skills.  Tim plays guitar.  We threaten duets.	[0 1 0 0 0]
36025	happiness	@daNanner Hi there! Nice to meet you	[0 1 0 0 0]
36026	anger	@freddyfierce google away	[1 0 0 0 0]
36027	love	Happy Mother's Day to all the Mom's out there I happen to have the greatest Mom in the world  I love my Mom she's my best friend	[0 0 1 0 0]
36028	happiness	@blp2008 lol yep  tell rhonda i said happy mother's day!	[0 1 0 0 0]
36029	neutral	Happy Mother's Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j	[0 0 0 1 0]
36030	happiness	@laurenkel pancakes!! with lemon and sugar thanks!	[0 1 0 0 0]
36031	happiness	It's not my best writing, well i don't think. LOL. but it's some! I'd read it all if i were you!  It's pretty damn good after all! =}. LOL	[0 1 0 0 0]
36032	sadness	@bubbalou1969 Morning Lou, I Have some housework to do then im off to Church	[0 0 0 0 1]
36033	sadness	rain drops keep falling on my head..	[0 0 0 0 1]
36034	happiness	@tourscotland Enjoy - we know you will	[0 1 0 0 0]
36035	love	HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!	[0 0 1 0 0]
36036	neutral	@paskalamonik If you know such agent, do let me know	[0 0 0 1 0]
36037	love	Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool	[0 0 1 0 0]
36038	neutral	@hanastephenson I sent u a direct message.. there's my mail	[0 0 0 1 0]
36039	sadness	@JayceiiNc im disgusted as well and baron, spelling lessons homie!! haha it's &quot;effort&quot; and &quot;team&quot; r u shwasty? shloshed?  i love you	[0 0 0 0 1]
36040	happiness	@RisaRM I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.	[0 1 0 0 0]
36041	sadness	@HilzFuld Patience, it's worth it	[0 0 0 0 1]
36042	happiness	Wine..beer..and champagne..lets see how that goes for me tomorrow..lol	[0 1 0 0 0]
36043	love	hahaha. tea at grandma's was sweat. yep.	[0 0 1 0 0]
36044	happiness	@boilerfan_98 Damn, that's my favorite part...lol...ok, i'll just keep in stock alot then	[0 1 0 0 0]
36045	love	Took yesterday off &amp; treated myself to an outfit &amp; shoes, I have not treated myself in a while, my mothers day gift to me	[0 0 1 0 0]
36046	happiness	Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/	[0 1 0 0 0]
36047	happiness	@WestEndActress Haha same as miine	[0 1 0 0 0]
36048	love	@troublebrother no, stay and play!!!	[0 0 1 0 0]
36049	love	Favorite little cartoon movie in the world	[0 0 1 0 0]
36050	neutral	@Wo0t nice suggestion  thanks	[0 0 0 1 0]
36051	happiness	is back from the play cafe, was great to enjoy a coffee while the boys played, have some Rose choccies for later when the boys are in bed	[0 1 0 0 0]
36052	happiness	tonight my bed has been the Enterprise and I was Mrs Kirk	[0 1 0 0 0]
36053	happiness	I ate a foot long from subway like an hour ago! OMG! I'm happy and full. I hadn't ate since b-fast.  happy Lis.	[0 1 0 0 0]
36054	happiness	@kayleelovexx love those panties	[0 1 0 0 0]
36055	neutral	@dbackwardsman yes  a blonder one for sure	[0 0 0 1 0]
36056	happiness	Happy Mothers Day Mommy!!! I love you &amp;&amp; your the best...	[0 1 0 0 0]
36057	happiness	Sasha's helped too, of course	[0 1 0 0 0]
36058	sadness	@DespinaCook or least for the firmware upgrade. just buying some time until I get my tax return really	[0 0 0 0 1]
36059	love	Happy Mothers Day!!!  &lt;3	[0 0 1 0 0]
36060	love	Can you tell that *Someone* has been reading Knowledge of the Holy by A.W. Tozer?    All his work should be required reading.	[0 0 1 0 0]
36061	love	Happy Mother's day to all mum's in america	[0 0 1 0 0]
36062	love	Wow Justin Timberlake on SNL tonight was hilarious! You gotta love that dude!	[0 0 1 0 0]
36063	neutral	@gapingvoid 20 at least hugh  happy trails	[0 0 0 1 0]
36064	love	Happy Mother's Day to every single mom out there. I love my mommy	[0 0 1 0 0]
36065	neutral	@MeMinty Yeah it's afireinside687	[0 0 0 1 0]
36066	neutral	Me &amp; @HolsyJak29 are laying in the back of a fox truck on the drive down to the race!  LOL	[0 0 0 1 0]
36067	love	@heycassadee thanks for following, it means a lot to me  i love hey monday!	[0 0 1 0 0]
36068	sadness	Happy Mother's Day. . .	[0 0 0 0 1]
36069	happiness	@MarshaCollier It was indeed, an excellent movie.	[0 1 0 0 0]
36070	sadness	http://twitpic.com/4woxf - Hehe, I flew a plane.. the pink t-shirt is me	[0 0 0 0 1]
36071	happiness	http://twitpic.com/4woxi - Btw, concert was freaking awesome	[0 1 0 0 0]
36072	sadness	@captainludd I will have to see the unveiling of your new LR arrangement!  Is there an official event planned	[0 0 0 0 1]
36073	neutral	@lisaaaa_ twitpic it. I wanna see	[0 0 0 1 0]
36074	sadness	rblpnqte @sheryonstone: &quot;sheesh I am sending one up to you @ladypn.  I think you could use it  lol&quot; RB DELUX... ? http://blip.fm/~5z36j	[0 0 0 0 1]
36075	love	just finished my mothers day gift  ill post the link after she sees it!	[0 0 1 0 0]
36076	sadness	Early morning walkies really aren't my thing... at least it's vaguely warm	[0 0 0 0 1]
36077	neutral	@Kool_Aid16 Goodnight!	[0 0 0 1 0]
36079	love	Made coffee cake for her mom	[0 0 1 0 0]
36080	happiness	@tommcfly i saw you on tues and last niiiighht &lt;3 so amazzzing, didnt even notice you forgetting the wordddss	[0 1 0 0 0]
36081	neutral	@MindandBodyYoga one of my favorite quotes ever	[0 0 0 1 0]
36082	love	says HAPPY MOTHER'S DAY!  http://plurk.com/p/sv70e	[0 0 1 0 0]
36083	love	@paudevera Oh sure  I'M IN LOVE WITH THEM ?	[0 0 1 0 0]
36084	neutral	@JoJoWright 4X4s are the shizz	[0 0 0 1 0]
36085	happiness	i saw my credit-card statement. maybe i should receive the unholy Aiden fan package!! yaaaaay.	[0 1 0 0 0]
36086	neutral	@abbyjanky whooop! you got me on twitter!!  dang our line of communication keeps growing!	[0 0 0 1 0]
36087	happiness	@candyconquest Yes you are, thanks  Haha you do? Field of flowers don't exist in Singapore, well not ones that you can frolick in:S	[0 1 0 0 0]
36088	sadness	@rocketman528 How are you?	[0 0 0 0 1]
36089	neutral	@error505 - call her.  She will be surprised.	[0 0 0 1 0]
36090	neutral	skyping with katie  &amp; Allison yeah boy katies mom mooned us	[0 0 0 1 0]
36091	happiness	be back later!  HAPPY MOTHER'S DAY TO ALL THE MOTHERS IN THE WORLD! ï¿½ GOD LOVES US ALL!	[0 1 0 0 0]
36092	neutral	going to sleep now! Goodnight twitter!	[0 0 0 1 0]
36093	neutral	So treat your Mom's like Queen's cuz they are	[0 0 0 1 0]
36094	love	@walkingthetalk So true Donna  Wish you a joyfull sunday ~Siddy	[0 0 1 0 0]
36095	happiness	@CSI_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.	[0 1 0 0 0]
36096	sadness	@tonyt787 I read them a couple of weeks ago  They work really well with the movie.	[0 0 0 0 1]
36097	sadness	Just woke up from nap and then ate nasi padang and pisang cokelat	[0 0 0 0 1]
36098	happiness	watching bruce all mighty at home	[0 1 0 0 0]
36099	happiness	hey twitter  hows it going? let us know how your day is going	[0 1 0 0 0]
36100	sadness	*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. Don't let the twitterbugz bite..	[0 0 0 0 1]
36101	love	it's amazing, makes my heart sing	[0 0 1 0 0]
36102	neutral	@Jeremyscott002 Above Garden of the Gods in C Springs. My parents work for the Division of Wildlife so we get to go on private land	[0 0 0 1 0]
36103	happiness	@rhettmatic happy birthday	[0 1 0 0 0]
36104	love	@alyandajfanatic YAY!! that's so cool  aww that woulda been sweet, no worries though! I'm just glad you had fun!!	[0 0 1 0 0]
36105	happiness	@amnitaleandra Ow. Okay.  It's good you're better now.	[0 1 0 0 0]
36106	happiness	Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight	[0 1 0 0 0]
36107	neutral	had a nice time with juno  http://plurk.com/p/sv71z	[0 0 0 1 0]
36108	sadness	im such a sucker for great cottys	[0 0 0 0 1]
36109	love	Happy Mother's Day to yall (and me too!!!) My damn son takin my coolness for a weakness... But it's all good. Keepin it all positive	[0 0 1 0 0]
36110	sadness	Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story	[0 0 0 0 1]
36111	love	Out and about in Deal, Kent. More sunshine required me thinks  http://yfrog.com/0egwanj	[0 0 1 0 0]
36112	sadness	Well twitts I was waiting on a response from @DawnRichard, but she's out partying and having a good time,so maybe some other day!	[0 0 0 0 1]
36113	sadness	Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.	[0 0 0 0 1]
36114	love	@heatherbond I'd love to!!	[0 0 1 0 0]
36115	happiness	@tyleigh Thanks! Hope you find a job soon!...OH, almost forgot: I landed a role in an indie flick!  My first audition ever lol.	[0 1 0 0 0]
36116	neutral	@malibudude Hey Dude, how ya going?	[0 0 0 1 0]
36117	happiness	fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home	[0 1 0 0 0]
36118	love	@BB517  not even a little bit biKnightual  (ha ha... tweedeck doesn't see the spelling problem with BK....ha!) but love it anyway.	[0 0 1 0 0]
36119	happiness	Good morning to another too late sleeper @DesignsbyValeri.  One of my excellent designers is Valerie (see @BooneWallbeds) picture	[0 1 0 0 0]
36120	happiness	@djunity thanks!	[0 1 0 0 0]
36121	happiness	If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA	[0 1 0 0 0]
36122	neutral	@paulbay1028  Mornin'.	[0 0 0 1 0]
36123	happiness	@trent_reznor Trent don't get mad at me but I keep thinking you're pretending to be engaged for some reason	[0 1 0 0 0]
36124	happiness	a night alone with my piano...and a pro tools session... ill take that ANYTIME.	[0 1 0 0 0]
36125	neutral	@SabrinaDee paint it, like what u did with ur hair	[0 0 0 1 0]
36126	sadness	@janeybelle15 morning sounds like hard work	[0 0 0 0 1]
36127	happiness	is going to watch the two davids. yey	[0 1 0 0 0]
36128	happiness	@johndb10 LOLOL.. i think it's funny that about 190 people think you're lieing about being &quot;the REAL john barrowman&quot;	[0 1 0 0 0]
36129	love	Photovia secondstar05) i dreamt i was doing spells from harry potter yesterday night lol  i loved it. http://tumblr.com/xyt1qynya	[0 0 1 0 0]
36130	happiness	Today is another good day for some less extreme experiences... Anyone a fan of #24? I'm watching season 4 now	[0 1 0 0 0]
36131	neutral	@aminorjourney - We owe you a LOT.	[0 0 0 1 0]
36132	neutral	@vimoh that was funny n almost right	[0 0 0 1 0]
36133	love	sweet nk dreams love you all	[0 0 1 0 0]
36134	love	@ lovelytrinkets I like the way you worded that about Rocky Road	[0 0 1 0 0]
36135	happiness	@amedawg18 Haha, that's great. Yeah, Zachary Quinto as Spock is really awesome indeed!!!	[0 1 0 0 0]
36136	happiness	Romantic evening in with papa murphys and &quot;battle BC&quot; from the history channel	[0 1 0 0 0]
36137	sadness	FINALLY GOT THE BIKE I WANTED!	[0 0 0 0 1]
36138	happiness	YAY! My temperature went down!  I can have dinner with the family tonight.	[0 1 0 0 0]
36139	love	Lying in bed with my most favorit girl in the world. happy mommys day to me.	[0 0 1 0 0]
36140	happiness	@trippingtracy if there's a pow wow in the chicago area, definitely check it out, they're so fun! Happy Mother's Day	[0 1 0 0 0]
36141	happiness	@thylady yay! welcome to the etsy-seller world	[0 1 0 0 0]
36142	happiness	@HockeyTShirt Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.	[0 1 0 0 0]
36143	love	@AniaRysz oh cool i can't wait!! yours are awesome!!!	[0 0 1 0 0]
36144	neutral	Good Morning  Plan for the day: Church followed by F1 &amp; lunch at mum &amp; dads. Then DM discussions of Star Trek!	[0 0 0 1 0]
36145	neutral	Send me your Blog's RSS feeds I have a site that will republish and send traffic to your site...	[0 0 0 1 0]
36146	sadness	@joooo No, but Geek Minds Think Alike.	[0 0 0 0 1]
36147	sadness	No burgers to be found. New (old) camera to play with though, so that's excellent.	[0 0 0 0 1]
36148	love	love new shoes  thanks wine lo	[0 0 1 0 0]
36149	neutral	watching the movie 1984 for my book report  im lazy to read	[0 0 0 1 0]
36150	sadness	@iamoph Happy mothers day sharon	[0 0 0 0 1]
36151	happiness	@anna_007 Don't worry, they'll get bored of it! Just hang in there and don't give in!	[0 1 0 0 0]
36152	happiness	@sunmee hope the studyin went well	[0 1 0 0 0]
36153	happiness	Is finally home, fed and ready to go to bed and its only 2:45am.  That's gotta be a record	[0 1 0 0 0]
36154	neutral	@AudritaApplebum I'm 3 days late, but happy birthday  Hahahaha	[0 0 0 1 0]
36155	love	Happy Mother's Day all of the mom's around the world!  I love mine more than anything in the world and can't wait to celebrate! WOO!	[0 0 1 0 0]
36156	happiness	Hopes to find more mates that are on this thing	[0 1 0 0 0]
36157	happiness	second song is coming along nicley	[0 1 0 0 0]
36158	happiness	@lexxie_couper  I've heard that. 2 of my sons have seen it and one wants to see it again. I can't wait to get there	[0 1 0 0 0]
36159	love	@krystynchong Love to see that!	[0 0 1 0 0]
36160	happiness	@shaki_sm I'll have a look. Do you live in the centre of Glasgow? I was born on Bellshill &amp; grew up in Bothwell. I miss Tunnocks pies	[0 1 0 0 0]
36161	happiness	@scottiejen knackered! been awake since 5 as couldn't sleep! just started work now. coffee and toast sounds awesome  chris has been busy!	[0 1 0 0 0]
36162	happiness	In bed after a good last saturday in ec. I'm gonna miss this place but can't wait til summer	[0 1 0 0 0]
36164	sadness	stilll awakee :] and its 3am	[0 0 0 0 1]
36165	sadness	Oh thank god!  so sad that I'm this happy.	[0 0 0 0 1]
36166	happiness	@RetroRewind hey dave im just up in the UK and first thing i done was put RR on  could u play ill be there new kids on the block thanks	[0 1 0 0 0]
36167	happiness	Seriously though. Amazing night.	[0 1 0 0 0]
36168	love	going to bed. good night everyone! i love you all (or should i say good morning?)  sweet dreams	[0 0 1 0 0]
36169	sadness	@dcal44 Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. &gt;140 char soon	[0 0 0 0 1]
36170	neutral	@Skiingfreak77 and by the way it's short stack, not sway sway  sway sway baby is a song of theirs	[0 0 0 1 0]
36171	neutral	@yeawatev Lame remarks like &quot;I wonder if they like blondes in NZ&quot;.  Umm...only if you have to ask.	[0 0 0 1 0]
36172	neutral	@Scared_soul No idea!  Probably. Actually, yeah, I know there's at least one Zelenka. I looked for him XD	[0 0 0 1 0]
36173	happiness	@AmyQcoocachoo THANK YYYYYYYYYOOOOOOOOOOUUUUU!	[0 1 0 0 0]
36174	sadness	@TaoGem I hope you didn't take that quote personally!! I've been throwing them out here and there all day-guess I shoulda waited a bit	[0 0 0 0 1]
36175	happiness	@cookiedorksx3 Me too,but i'm goitn to go to shower!And cleanin' up my room and later eat somethin'	[0 1 0 0 0]
36176	neutral	forcing myself to watch the movie 1984 for my book report  im lazy to read	[0 0 0 1 0]
36177	neutral	@marktesch isn't that a local dish? borrow	[0 0 0 1 0]
36178	happiness	@celia_brads i've finished  lol	[0 1 0 0 0]
36179	neutral	@JMIKE3 U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it	[0 0 0 1 0]
36180	sadness	happy 4 all of U who R celebrating mothers day w/ yr moms  i lost MY mom 2 cancer sevrl years ago...	[0 0 0 0 1]
36181	love	@penitch awwww..... thought it'd be a &quot;yummy&quot; experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-)	[0 0 1 0 0]
36182	sadness	uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win	[0 0 0 0 1]
36183	sadness	@SteamyDarcy Apple's ads aside, I'd rather have recommendations from real people who have real experience with the iPhone apps I seek.	[0 0 0 0 1]
36184	neutral	HAPPY MOTHER DAY JANEY! EVEN THOUGH IDK IF YOUR A MOMMY!	[0 0 0 1 0]
36185	neutral	@bloggerdad I'll use that for my next defense.	[0 0 0 1 0]
36186	happiness	I'm calling your room-mate!!!	[0 1 0 0 0]
36187	happiness	@tommcfly AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! &lt;333333333	[0 1 0 0 0]
36188	happiness	o, and happy mothers day	[0 1 0 0 0]
36189	happiness	I quite enjoy this Lady Gaga person. She's of Italian heritage, apparently.  ? http://blip.fm/~5z3co	[0 1 0 0 0]
36190	happiness	@XKirstyxo Really? A good distraction now. I'll check it right. now.	[0 1 0 0 0]
36191	love	@Bassisland that is really brilliant!	[0 0 1 0 0]
36192	neutral	waiting to be picked up. We're off to aston this morning	[0 0 0 1 0]
36193	happiness	Morning everybody	[0 1 0 0 0]
36194	love	@SOLAMAYA Went to your site! Would love to help &amp; work with you! I will do whatever I can to help support your cause! Awesome!!!!	[0 0 1 0 0]
36195	sadness	No phone call yett... Hrmm. Maybe a call from my end is in order?  I'll wait a bit longer, Prom nights are often 'spuratic' moments.	[0 0 0 0 1]
36196	neutral	It's my wall, and I like saying I banned Zac Efron  lol sonny	[0 0 0 1 0]
36197	happiness	@ALLyannaaa oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)	[0 1 0 0 0]
36198	neutral	is watching 1000 places to see before you die	[0 0 0 1 0]
36199	love	@love_the_game GIRL!  Work it! Hope you had the Slammer, and had fun with the Moldovan! I want to hear details!!!	[0 0 1 0 0]
36200	love	Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day	[0 0 1 0 0]
36201	love	I Love You MOM....alwayyyyyyyssssssss	[0 0 1 0 0]
36202	neutral	@mobiusrecords yeah, ok, that'll probably happen too.	[0 0 0 1 0]
36203	neutral	@Sexyjoy386 What are u going to do today my girl?	[0 0 0 1 0]
36204	neutral	@thaidn exactly  Prime Minister doesn't need take care this issue	[0 0 0 1 0]
36206	happiness	@BrendaSimons do i wanna kno wat u mean by more than fine? Lol now i'm curious lol. I may have money by then  tis good too.	[0 1 0 0 0]
36207	neutral	@shadowsinstone G'night!	[0 0 0 1 0]
36208	happiness	@NickMLTM  oh man that sucks hardcore! haha good luck finishing up recording	[0 1 0 0 0]
36209	sadness	Feeling like crap today. Hopefully a nice relaxing swim will do the trick	[0 0 0 0 1]
36211	anger	@anieszkaa haha i did a ltiitle bit yesterday and ive been out all day  so i think ima chick an allnighter  hahaha NOT COOL	[1 0 0 0 0]
36212	sadness	found @grahamcoxon's Spinning Top instead of outtamyleague mp3. pardon me sir. but i promise i'll buy a copy of the cd. i'm saving up	[0 0 0 0 1]
36213	happiness	Morning tweeps  Looking forward to a relaxing Sunday. Happy Mother's Day to all the moms out there!!	[0 1 0 0 0]
36214	happiness	just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay	[0 1 0 0 0]
36215	neutral	monday at the school  gosshhh what I've been waiting for	[0 0 0 1 0]
36216	love	One more thing &quot;Shattered&quot; is an amazing song by O.A.R.	[0 0 1 0 0]
36217	sadness	@2indya anytime	[0 0 0 0 1]
36218	happiness	Done...now another gem of a day in Cape Town	[0 1 0 0 0]
36219	neutral	and again http://twitpic.com/4wp8l	[0 0 0 1 0]
36220	happiness	@steveplunkett  Hey, I need a car too. I'll dm you my address.	[0 1 0 0 0]
36221	anger	@CKHerm Glad you got to walk.  Finish the damn thesis.	[1 0 0 0 0]
36222	neutral	paathra ....khandvi....kamanee    ...watte sunday mrng	[0 0 0 1 0]
36223	sadness	It's mother day, my mom is still there and better than a week ago, I am happy  Weird knowing it's the last one, tho.	[0 0 0 0 1]
36224	love	@spanglegluppet thank you for the link! it explains a lot! and I'm glad you're feeling good! I've a friend coming tomorrow. will be fun!	[0 0 1 0 0]
36225	happiness	http://twitpic.com/4wp8s - My ear hurts, and THIS is my medicine. GUM	[0 1 0 0 0]
36226	happiness	goodnight and good bye to all of you, hope you have the best of dreams	[0 1 0 0 0]
36227	neutral	what you doing?	[0 0 0 1 0]
36228	neutral	So its Superstar Sunday? @pradeepto is one superstar I know   #sunday	[0 0 0 1 0]
36229	love	@demiswissfan love you 2  so how are you? xxxx	[0 0 1 0 0]
36230	neutral	@drhorrible http://twitpic.com/4w8ja - damn Felicia is freakin cute	[0 0 0 1 0]
36231	neutral	fellow twitterers. if anyone one has a leather jacket for the size of a fat person (aka me) please let me borrow it.	[0 0 0 1 0]
36232	happiness	Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.	[0 1 0 0 0]
36233	happiness	partied w/ @jboosf @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober	[0 1 0 0 0]
36234	love	@saltyboots @teeenuhh happy mommy day Teens-thanks FFF	[0 0 1 0 0]
36235	neutral	horseback riding	[0 0 0 1 0]
36236	happiness	watched sex &amp; the city season 1 &amp; drank a little wine w/ my date...just ended w/ a goodnight kiss. i could get used 2 this  night night!	[0 1 0 0 0]
36237	neutral	good moring  gonna take a shower, fix my hair and then Im going out .	[0 0 0 1 0]
36238	love	Happy Mothers Day to all Mothers every where	[0 0 1 0 0]
36239	happiness	SWAY SWAY BABY zommgg love it  need more screamo tho boys	[0 1 0 0 0]
36240	happiness	just finished tlking to laura 2 hours and 7 minutes lol... going to sleep. night ppl	[0 1 0 0 0]
